ticker,has_pt,has_rev,has_ni,has_quote,rec_index,pt_age_days,reason_missing_growth,reason_missing_rec
HSIC,True,False,False,True,28.26086956521739,0,FMP_no_data,
VRTX,True,False,False,True,39.743589743589745,0,FMP_no_data,
HLN,True,False,False,True,46.15384615384615,0,FMP_no_data,
ALNY,True,False,False,True,51.282051282051285,0,FMP_no_data,
EW,True,False,False,True,40.69767441860465,0,FMP_no_data,
RDY,True,False,False,True,10.227272727272727,0,FMP_no_data,
UNH,True,False,False,True,39.0625,0,FMP_no_data,
DGX,True,False,False,True,37.5,0,FMP_no_data,
THC,True,False,False,True,50.0,0,FMP_no_data,
JNJ,True,True,True,True,33.87096774193548,0,,
MDT,True,False,False,True,33.333333333333336,0,FMP_no_data,
CAH,True,False,False,True,52.27272727272727,0,FMP_no_data,
LLY,True,False,False,True,50.0,0,FMP_no_data,
COR,True,False,False,True,47.72727272727273,0,FMP_no_data,
ICLR,True,False,False,True,48.0,0,FMP_no_data,
VRNA,True,False,False,True,22.22222222222222,0,FMP_no_data,
INSM,True,False,False,True,63.46153846153846,0,FMP_no_data,
HQY,True,False,False,True,63.888888888888886,0,FMP_no_data,
TEVA,True,False,False,True,-44.44444444444444,0,FMP_no_data,
EXEL,True,False,False,True,44.23076923076923,0,FMP_no_data,
DXCM,True,False,False,True,64.28571428571429,0,FMP_no_data,
CVS,True,False,False,True,48.484848484848484,0,FMP_no_data,
HCA,True,False,False,True,37.096774193548384,0,FMP_no_data,
CRSP,True,False,False,True,41.666666666666664,0,FMP_no_data,
RVMD,True,False,False,True,65.9090909090909,0,FMP_no_data,
ABT,True,False,False,True,47.142857142857146,0,FMP_no_data,
NVO,True,False,False,True,28.333333333333332,0,FMP_no_data,
DOCS,True,False,False,True,42.30769230769231,0,FMP_no_data,
SMMT,True,False,False,True,50.0,0,FMP_no_data,
HIMS,True,False,False,True,25.0,0,FMP_no_data,
RNA,True,False,False,True,63.63636363636363,0,FMP_no_data,
RGC,False,False,False,True,,0,FMP_no_data,FH_no_data_or_429
FERG,True,False,False,True,46.666666666666664,0,FMP_no_data,
TT,True,False,False,True,27.941176470588236,0,FMP_no_data,
XPO,True,False,False,True,55.0,0,FMP_no_data,
ODFL,True,False,False,True,23.4375,0,FMP_no_data,
KNX,True,False,False,True,38.46153846153846,0,FMP_no_data,
TREX,True,False,False,True,34.61538461538461,0,FMP_no_data,
DOV,True,False,False,True,43.75,0,FMP_no_data,
IR,True,False,False,True,42.0,0,FMP_no_data,
BLDR,True,False,False,True,42.592592592592595,0,FMP_no_data,
UAL,True,False,False,True,55.55555555555556,0,FMP_no_data,
ERJ,True,False,False,True,46.42857142857143,0,FMP_no_data,
JBHT,True,False,False,True,42.42424242424242,0,FMP_no_data,
SWK,True,False,False,True,22.916666666666668,0,FMP_no_data,
FBIN,True,False,False,True,28.846153846153847,0,FMP_no_data,
SYM,True,False,False,True,25.0,0,FMP_no_data,
AOS,True,False,False,True,27.5,0,FMP_no_data,
QXO,True,False,False,True,71.42857142857143,0,FMP_no_data,
MAS,True,False,False,True,24.074074074074073,0,FMP_no_data,
APG,True,False,False,True,63.333333333333336,0,FMP_no_data,
GFL,True,False,False,True,42.30769230769231,0,FMP_no_data,
RYAAY,True,False,False,True,52.17391304347826,0,FMP_no_data,
G,True,False,False,True,41.666666666666664,0,FMP_no_data,
GNRC,True,False,False,True,50.0,0,FMP_no_data,
BA,True,False,False,True,58.333333333333336,0,FMP_no_data,
PWR,True,False,False,True,40.0,0,FMP_no_data,
HON,True,False,False,True,37.5,0,FMP_no_data,
WAB,True,False,False,True,43.75,0,FMP_no_data,
EMR,True,False,False,True,47.05882352941177,0,FMP_no_data,
GTES,True,False,False,True,58.8235294117647,0,FMP_no_data,
RSG,True,False,False,True,44.44444444444444,0,FMP_no_data,
CNM,True,False,False,True,41.666666666666664,0,FMP_no_data,
EFX,True,False,False,True,48.214285714285715,0,FMP_no_data,
ADP,True,False,False,True,17.5,0,FMP_no_data,
VRSK,True,False,False,True,35.416666666666664,0,FMP_no_data,
AER,True,False,False,True,50.0,0,FMP_no_data,
ROL,True,False,False,True,38.888888888888886,0,FMP_no_data,
PNR,True,False,False,True,48.0,0,FMP_no_data,
ZTO,True,False,False,True,66.66666666666667,0,FMP_no_data,
FTV,True,False,False,True,25.0,0,FMP_no_data,
GEV,True,False,False,True,40.78947368421053,0,FMP_no_data,
TRU,True,False,False,True,50.0,0,FMP_no_data,
DE,True,False,False,True,35.9375,0,FMP_no_data,
ZWS,True,False,False,True,37.5,0,FMP_no_data,
YMM,True,False,False,True,55.55555555555556,0,FMP_no_data,
EXLS,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
TXT,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
NXT,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
WCN,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
CSX,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
RTX,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
AME,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
GD,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
CTAS,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
BWXT,True,False,False,True,52.77777777777778,0,FMP_no_data,
GXO,True,False,False,True,52.38095238095238,0,FMP_no_data,
CPRT,True,False,False,True,44.44444444444444,0,FMP_no_data,
CARR,True,False,False,True,45.3125,0,FMP_no_data,
MMM,True,False,False,True,39.130434782608695,0,FMP_no_data,
SSNC,True,False,False,True,56.25,0,FMP_no_data,
NVT,True,False,False,True,58.8235294117647,0,FMP_no_data,
CAR,True,False,False,True,23.076923076923077,0,FMP_no_data,
DAL,True,False,False,True,55.55555555555556,0,FMP_no_data,
CP,True,False,False,True,54.285714285714285,0,FMP_no_data,
ALK,True,False,False,True,50.0,0,FMP_no_data,
FLR,True,False,False,True,38.46153846153846,0,FMP_no_data,
LTM,True,False,False,True,50.0,0,FMP_no_data,
FLS,True,False,False,True,62.5,0,FMP_no_data,
SARO,True,False,False,True,53.333333333333336,0,FMP_no_data,
WM,True,False,False,True,45.3125,0,FMP_no_data,
VRT,True,False,False,True,51.5625,0,FMP_no_data,
CNI,True,False,False,True,27.586206896551722,0,FMP_no_data,
UNP,True,False,False,True,39.39393939393939,0,FMP_no_data,
LHX,True,False,False,True,48.148148148148145,0,FMP_no_data,
AMTM,True,False,False,True,36.666666666666664,0,FMP_no_data,
OTIS,True,False,False,True,25.0,0,FMP_no_data,
UPS,True,False,False,True,33.333333333333336,0,FMP_no_data,
AAON,True,False,False,True,62.5,0,FMP_no_data,
GTLS,True,False,False,True,20.0,0,FMP_no_data,
AAL,True,False,False,True,29.62962962962963,0,FMP_no_data,
TRI,True,False,False,True,22.5,0,FMP_no_data,
JCI,True,False,False,True,35.18518518518518,0,FMP_no_data,
PAYX,True,False,False,True,-14.285714285714286,0,FMP_no_data,
LUV,True,False,False,True,-10.344827586206897,0,FMP_no_data,
KBR,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
XYL,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
TTEK,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
BZ,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
AL,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
VLTO,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
BE,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
DAY,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
RYCEY,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
CAT,True,False,False,True,37.5,0,FMP_no_data,
GE,True,True,True,True,55.55555555555556,0,,
LMT,True,False,False,True,29.62962962962963,0,FMP_no_data,
EXPD,True,False,False,True,-29.545454545454547,0,FMP_no_data,
ATI,True,False,False,True,52.94117647058823,0,FMP_no_data,
FAST,True,False,False,True,28.26086956521739,0,FMP_no_data,
NSC,True,False,False,True,25.0,0,FMP_no_data,
FDX,True,False,False,True,43.05555555555556,0,FMP_no_data,
RELX,True,False,False,True,52.17391304347826,0,FMP_no_data,
AVAV,True,False,False,True,65.78947368421052,0,FMP_no_data,
PCAR,True,False,False,True,25.925925925925927,0,FMP_no_data,
BAH,True,False,False,True,21.05263157894737,0,FMP_no_data,
KRMN,True,False,False,True,65.0,0,FMP_no_data,
HWM,True,False,False,True,51.666666666666664,0,FMP_no_data,
CHRW,True,False,False,True,37.878787878787875,0,FMP_no_data,
FTAI,True,False,False,True,64.70588235294117,0,FMP_no_data,
DRS,True,False,False,True,53.57142857142857,0,FMP_no_data,
UBER,True,False,False,True,51.63934426229508,0,FMP_no_data,
ETN,True,False,False,True,43.24324324324324,0,FMP_no_data,
LYFT,True,False,False,True,22.22222222222222,0,FMP_no_data,
KTOS,True,False,False,True,57.5,0,FMP_no_data,
JOBY,True,False,False,True,-21.428571428571427,0,FMP_no_data,
ACHR,True,False,False,True,46.666666666666664,0,FMP_no_data,
REZI,True,False,False,True,62.5,0,FMP_no_data,
GRAB,True,False,False,True,58.064516129032256,0,FMP_no_data,
RKLB,True,False,False,True,47.61904761904762,0,FMP_no_data,
ANET,True,False,False,True,54.54545454545455,0,FMP_no_data,
CRCL,True,False,False,True,30.952380952380953,0,FMP_no_data,
ORCL,True,False,False,True,47.87234042553192,0,FMP_no_data,
ABTC,False,False,False,True,-41.666666666666664,0,FMP_no_data,
RBRK,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
CDNS,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
SOUN,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
AKAM,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
SNPS,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
RMBS,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
TER,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
ARM,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
PATH,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
LSCC,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
KD,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
TRMB,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
GDDY,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
NTNX,True,False,False,True,54.0,0,FMP_no_data,
ACN,True,False,False,True,43.333333333333336,0,FMP_no_data,
INTU,True,False,False,True,52.63157894736842,0,FMP_no_data,
INTC,True,False,False,True,-4.901960784313726,0,FMP_no_data,
NXPI,True,False,False,True,53.84615384615385,0,FMP_no_data,
CTSH,True,False,False,True,26.5625,0,FMP_no_data,
KVYO,True,False,False,True,59.25925925925926,0,FMP_no_data,
DDOG,True,False,False,True,53.06122448979592,0,FMP_no_data,
GEN,True,False,False,True,40.625,0,FMP_no_data,
OKTA,True,False,False,True,40.38461538461539,0,FMP_no_data,
VRNS,True,False,False,True,53.44827586206897,0,FMP_no_data,
CSCO,True,True,True,True,43.75,0,,
ESTC,True,False,False,True,55.88235294117647,0,FMP_no_data,
ADSK,True,False,False,True,52.63157894736842,0,FMP_no_data,
PONY,True,False,False,True,67.85714285714286,0,FMP_no_data,
CLS,True,False,False,True,56.25,0,FMP_no_data,
ERIC,True,False,False,True,-8.928571428571429,0,FMP_no_data,
GFS,True,False,False,True,40.0,0,FMP_no_data,
ON,True,False,False,True,29.545454545454547,0,FMP_no_data,
SNOW,True,False,False,True,53.50877192982456,0,FMP_no_data,
FTNT,True,False,False,True,20.192307692307693,0,FMP_no_data,
NET,True,False,False,True,30.76923076923077,0,FMP_no_data,
ALAB,True,False,False,True,56.81818181818182,0,FMP_no_data,
CWAN,True,False,False,True,58.8235294117647,0,FMP_no_data,
WDAY,True,False,False,True,45.833333333333336,0,FMP_no_data,
CRM,True,False,False,True,49.13793103448276,0,FMP_no_data,
PCOR,True,False,False,True,43.10344827586207,0,FMP_no_data,
IBM,True,False,False,True,25.0,0,FMP_no_data,
AMAT,True,False,False,True,42.68292682926829,0,FMP_no_data,
HPQ,True,False,False,True,16.666666666666668,0,FMP_no_data,
BILL,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
CGNX,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
ADI,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
TEL,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
ZS,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
SHOP,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
LITE,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
IOT,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
CFLT,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
TEAM,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
CYBR,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
PANW,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
SMTC,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
NOW,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
QRVO,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
BSY,True,False,False,True,42.10526315789474,0,FMP_no_data,
TXN,True,False,False,True,20.454545454545453,0,FMP_no_data,
PTC,True,False,False,True,47.916666666666664,0,FMP_no_data,
S,True,False,False,True,45.55555555555556,0,FMP_no_data,
CIEN,True,False,False,True,52.083333333333336,0,FMP_no_data,
STM,True,False,False,True,40.38461538461539,0,FMP_no_data,
ZM,True,False,False,True,32.5,0,FMP_no_data,
NTAP,True,False,False,True,27.77777777777778,0,FMP_no_data,
CDW,True,False,False,True,41.1764705882353,0,FMP_no_data,
FSLR,True,False,False,True,54.255319148936174,0,FMP_no_data,
MKSI,True,False,False,True,50.0,0,FMP_no_data,
FLEX,True,False,False,True,55.55555555555556,0,FMP_no_data,
GDS,True,False,False,True,68.75,0,FMP_no_data,
APH,True,False,False,True,41.30434782608695,0,FMP_no_data,
CRWV,True,False,False,True,23.333333333333332,0,FMP_no_data,
INFY,True,False,False,True,46.875,0,FMP_no_data,
MDB,True,False,False,True,54.651162790697676,0,FMP_no_data,
ALGM,True,False,False,True,58.333333333333336,0,FMP_no_data,
ASX,True,False,False,True,55.76923076923077,0,FMP_no_data,
HPE,True,False,False,True,41.666666666666664,0,FMP_no_data,
COHR,True,False,False,True,53.44827586206897,0,FMP_no_data,
MCHP,True,False,False,True,50.0,0,FMP_no_data,
STX,True,False,False,True,44.827586206896555,0,FMP_no_data,
SAP,True,False,False,True,45.945945945945944,0,FMP_no_data,
ADBE,True,False,False,True,45.65217391304348,0,FMP_no_data,
SWKS,True,False,False,True,-14.705882352941176,0,FMP_no_data,
DELL,True,False,False,True,51.666666666666664,0,FMP_no_data,
TWLO,True,False,False,True,45.714285714285715,0,FMP_no_data,
PSTG,True,False,False,True,42.592592592592595,0,FMP_no_data,
UMC,True,False,False,True,15.625,0,FMP_no_data,
INFA,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
JBL,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
DT,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
DOCU,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
PEGA,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
DBX,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
AVGO,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
MNDY,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
FROG,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
TSM,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
QCOM,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
AMKR,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
U,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
NVDA,True,True,True,True,59.285714285714285,0,,
CCCS,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
CRWD,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
GTLB,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
MRVL,True,False,False,True,50.0,0,FMP_no_data,
LRCX,True,False,False,True,50.0,0,FMP_no_data,
ASML,True,False,False,True,39.02439024390244,0,FMP_no_data,
OTEX,True,False,False,True,40.0,0,FMP_no_data,
WIX,True,False,False,True,56.89655172413793,0,FMP_no_data,
NBIS,True,False,False,True,54.54545454545455,0,FMP_no_data,
RIOT,True,False,False,True,54.166666666666664,0,FMP_no_data,
WDC,True,False,False,True,50.0,0,FMP_no_data,
MSTR,True,False,False,True,50.0,0,FMP_no_data,
CRDO,True,False,False,True,57.89473684210526,0,FMP_no_data,
AAPL,True,True,True,True,43.63636363636363,0,,
MSFT,True,True,True,True,64.28571428571429,0,,
AUR,True,False,False,True,35.714285714285715,0,FMP_no_data,
AMD,True,False,False,True,41.52542372881356,0,FMP_no_data,
APP,True,False,False,True,53.333333333333336,0,FMP_no_data,
GLW,True,False,False,True,52.63157894736842,0,FMP_no_data,
SNDK,True,False,False,True,45.833333333333336,0,FMP_no_data,
SMCI,True,False,False,True,22.0,0,FMP_no_data,
ONTO,True,False,False,True,43.333333333333336,0,FMP_no_data,
IT,True,False,False,True,40.0,0,FMP_no_data,
MIR,True,False,False,True,60.0,0,FMP_no_data,
IREN,True,False,False,True,55.55555555555556,0,FMP_no_data,
SAIL,True,False,False,True,47.916666666666664,0,FMP_no_data,
MARA,True,False,False,True,37.5,0,FMP_no_data,
PLTR,True,True,True,True,17.1875,0,,
MU,True,False,False,True,51.92307692307692,0,FMP_no_data,
ENTG,True,False,False,True,47.22222222222222,0,FMP_no_data,
QBTS,True,False,False,True,56.25,0,FMP_no_data,
RGTI,True,False,False,True,53.84615384615385,0,FMP_no_data,
BMNR,True,False,False,True,57.142857142857146,0,FMP_no_data,
IONQ,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
EQX,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
SW,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
FCX,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
STLD,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
SHW,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
HMY,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
AXTA,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
NUE,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
WLK,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
GPK,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
SQM,True,False,False,True,-50.0,0,FMP_no_data,
B,True,False,False,True,52.94117647058823,0,FMP_no_data,
CCK,True,False,False,True,50.0,0,FMP_no_data,
IP,True,False,False,True,36.36363636363637,0,FMP_no_data,
CX,True,False,False,True,50.0,0,FMP_no_data,
SUZ,True,False,False,True,56.81818181818182,0,FMP_no_data,
EMN,True,False,False,True,45.65217391304348,0,FMP_no_data,
IFF,True,False,False,True,40.0,0,FMP_no_data,
AMRZ,True,False,False,True,50.0,0,FMP_no_data,
PPG,True,False,False,True,29.032258064516128,0,FMP_no_data,
CRH,True,False,False,True,53.7037037037037,0,FMP_no_data,
CLF,True,False,False,True,15.789473684210526,0,FMP_no_data,
DD,True,False,False,True,56.0,0,FMP_no_data,
MT,True,False,False,True,46.15384615384615,0,FMP_no_data,
ECL,True,False,False,True,40.0,0,FMP_no_data,
WPM,True,False,False,True,56.25,0,FMP_no_data,
AMCR,True,False,False,True,47.22222222222222,0,FMP_no_data,
CF,True,False,False,True,23.214285714285715,0,FMP_no_data,
NEM,True,False,False,True,50.0,0,FMP_no_data,
LYB,True,False,False,True,9.615384615384615,0,FMP_no_data,
PAAS,True,False,False,True,50.0,0,FMP_no_data,
AEM,True,False,False,True,59.375,0,FMP_no_data,
NTR,True,False,False,True,36.53846153846154,0,FMP_no_data,
HBM,True,False,False,True,60.0,0,FMP_no_data,
BHP,True,False,False,True,20.454545454545453,0,FMP_no_data,
SBSW,True,False,False,True,-29.166666666666668,0,FMP_no_data,
RIO,True,False,False,True,41.666666666666664,0,FMP_no_data,
NGD,True,False,False,True,46.15384615384615,0,FMP_no_data,
ESI,True,False,False,True,53.333333333333336,0,FMP_no_data,
JHX,True,False,False,True,29.41176470588235,0,FMP_no_data,
MOS,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
GFI,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
DOW,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
KGC,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
BALL,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
AGI,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
VALE,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
HL,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
TECK,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
MP,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
IAG,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
CDE,True,False,False,True,50.0,0,FMP_no_data,
SCCO,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
AU,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
EGO,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
AG,True,False,False,True,42.30769230769231,0,FMP_no_data,
CTVA,True,False,False,True,53.225806451612904,0,FMP_no_data,
ALB,True,False,False,True,20.3125,0,FMP_no_data,
AA,True,False,False,True,42.857142857142854,0,FMP_no_data,
OPEN,True,False,False,True,-28.125,0,FMP_no_data,
WY,True,False,False,True,52.38095238095238,0,FMP_no_data,
IRM,True,False,False,True,43.333333333333336,0,FMP_no_data,
Z,True,False,False,True,31.666666666666668,0,FMP_no_data,
LINE,True,False,False,True,24.0,0,FMP_no_data,
AMH,True,False,False,True,35.714285714285715,0,FMP_no_data,
UDR,True,False,False,True,24.074074074074073,0,FMP_no_data,
INVH,True,False,False,True,33.333333333333336,0,FMP_no_data,
REG,True,False,False,True,48.0,0,FMP_no_data,
CBRE,True,False,False,True,52.63157894736842,0,FMP_no_data,
CUBE,True,False,False,True,32.0,0,FMP_no_data,
SUI,True,False,False,True,35.0,0,FMP_no_data,
ADC,True,False,False,True,48.0,0,FMP_no_data,
FR,True,False,False,True,40.38461538461539,0,FMP_no_data,
EXR,True,False,False,True,22.0,0,FMP_no_data,
SPG,True,False,False,True,38.46153846153846,0,FMP_no_data,
AMT,True,False,False,True,51.851851851851855,0,FMP_no_data,
GLPI,True,False,False,True,37.93103448275862,0,FMP_no_data,
EQR,True,False,False,True,31.03448275862069,0,FMP_no_data,
DLR,True,False,False,True,43.75,0,FMP_no_data,
NNN,True,False,False,True,-9.615384615384615,0,FMP_no_data,
MRP,True,False,False,True,50.0,0,FMP_no_data,
EPRT,True,False,False,True,54.166666666666664,0,FMP_no_data,
STAG,True,False,False,True,35.294117647058826,0,FMP_no_data,
HST,True,False,False,True,45.45454545454545,0,FMP_no_data,
BEKE,True,False,False,True,71.73913043478261,0,FMP_no_data,
REXR,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
BRX,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
DOC,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
KIM,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
CSGP,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
CCI,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
AHR,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
ELS,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
OHI,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
CTRE,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
VICI,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
HR,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
ARE,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
WPC,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
WELL,True,False,False,True,58.0,0,FMP_no_data,
VTR,True,False,False,True,58.69565217391305,0,FMP_no_data,
O,True,False,False,True,24.137931034482758,0,FMP_no_data,
PLD,True,False,False,True,42.857142857142854,0,FMP_no_data,
KRC,True,False,False,True,-13.043478260869565,0,FMP_no_data,
BXP,True,False,False,True,30.0,0,FMP_no_data,
VNO,True,False,False,True,-21.428571428571427,0,FMP_no_data,
PCG,True,False,False,True,42.857142857142854,0,FMP_no_data,
SBS,True,False,False,True,57.5,0,FMP_no_data,
NI,True,False,False,True,60.869565217391305,0,FMP_no_data,
EXC,True,False,False,True,28.571428571428573,0,FMP_no_data,
AWK,True,False,False,True,-11.904761904761905,0,FMP_no_data,
PNW,True,False,False,True,35.0,0,FMP_no_data,
UGI,True,False,False,True,64.28571428571429,0,FMP_no_data,
TXNM,True,False,False,True,45.833333333333336,0,FMP_no_data,
ED,True,False,False,True,-20.833333333333332,0,FMP_no_data,
DUK,True,False,False,True,31.25,0,FMP_no_data,
EIX,True,False,False,True,38.095238095238095,0,FMP_no_data,
CNP,True,False,False,True,33.333333333333336,0,FMP_no_data,
CMS,True,False,False,True,38.095238095238095,0,FMP_no_data,
DTE,True,False,False,True,39.130434782608695,0,FMP_no_data,
D,True,False,False,True,17.391304347826086,0,FMP_no_data,
SO,True,False,False,True,37.93103448275862,0,FMP_no_data,
WTRG,True,False,False,True,70.0,0,FMP_no_data,
AES,True,False,False,True,28.94736842105263,0,FMP_no_data,
EVRG,True,False,False,True,50.0,0,FMP_no_data,
LNT,True,False,False,True,43.75,0,FMP_no_data,
TLN,True,False,False,True,60.526315789473685,0,FMP_no_data,
NEE,True,False,False,True,38.0,0,FMP_no_data,
EBR,True,False,False,True,59.375,0,FMP_no_data,
AEE,True,False,False,True,42.10526315789474,0,FMP_no_data,
ETR,True,False,False,True,43.75,0,FMP_no_data,
FE,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
PPL,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
SRE,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
OGE,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
AEP,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
XEL,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
WEC,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
PEG,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
ES,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
CEG,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
VST,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
OKLO,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
NRG,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
