ticker,has_pt,has_rev,has_ni,has_quote,rec_index,pt_age_days,reason_missing_growth,reason_missing_rec
EBAY,True,False,False,True,20.512820512820515,0,FMP_no_data,
NKE,True,True,True,True,30.232558139534884,0,,
HRB,True,False,False,True,-22.727272727272727,0,FMP_no_data,
DHI,True,False,False,True,20.0,0,FMP_no_data,
PLNT,True,False,False,True,63.04347826086956,0,FMP_no_data,
AS,True,False,False,True,57.142857142857146,0,FMP_no_data,
EDU,True,False,False,True,45.45454545454545,0,FMP_no_data,
BYD,True,False,False,True,36.8421052631579,0,FMP_no_data,
BWA,True,False,False,True,38.63636363636363,0,FMP_no_data,
MAT,True,False,False,True,58.333333333333336,0,FMP_no_data,
SN,True,False,False,True,65.0,0,FMP_no_data,
TCOM,True,False,False,True,67.24137931034483,0,FMP_no_data,
PHM,True,False,False,True,40.476190476190474,0,FMP_no_data,
APTV,True,False,False,True,42.857142857142854,0,FMP_no_data,
ETSY,True,True,True,True,21.794871794871796,0,,
NCLH,True,False,False,True,50.0,0,FMP_no_data,
CAVA,True,False,False,True,56.0,0,FMP_no_data,
GPC,True,False,False,True,29.41176470588235,0,FMP_no_data,
ARMK,True,False,False,True,59.523809523809526,0,FMP_no_data,
MCD,True,False,False,True,31.3953488372093,0,FMP_no_data,
TJX,True,False,False,True,60.0,0,FMP_no_data,
ONON,True,False,False,True,54.411764705882355,0,FMP_no_data,
QSR,True,False,False,True,43.75,0,FMP_no_data,
MGA,True,False,False,True,31.57894736842105,0,FMP_no_data,
DASH,True,False,False,True,46.875,0,FMP_no_data,
CMG,True,False,False,True,55.0,0,FMP_no_data,
ATAT,True,False,False,True,64.58333333333333,0,FMP_no_data,
AMZN,True,True,True,True,62.0253164556962,0,,
LEVI,True,False,False,True,47.36842105263158,0,FMP_no_data,
F,True,True,True,True,-14.0625,0,,
SBUX,True,True,True,True,28.88888888888889,0,,
MAR,True,False,False,True,26.5625,0,FMP_no_data,
DUOL,True,False,False,True,45.16129032258065,0,FMP_no_data,
ABNB,True,False,False,True,20.192307692307693,0,FMP_no_data,
TPR,True,False,False,True,48.0,0,FMP_no_data,
DRI,True,False,False,True,42.857142857142854,0,FMP_no_data,
GM,True,True,True,True,32.05128205128205,0,,
ORLY,True,False,False,True,48.648648648648646,0,FMP_no_data,
BABA,True,True,True,True,62.5,0,,
SE,True,False,False,True,55.0,0,FMP_no_data,
ADT,True,False,False,True,38.888888888888886,0,FMP_no_data,
PDD,True,False,False,True,46.666666666666664,0,FMP_no_data,
LOW,True,False,False,True,38.46153846153846,0,FMP_no_data,
VVV,True,False,False,True,42.10526315789474,0,FMP_no_data,
HD,True,False,False,True,44.791666666666664,0,FMP_no_data,
CPNG,True,False,False,True,59.523809523809526,0,FMP_no_data,
OLLI,True,False,False,True,50.0,0,FMP_no_data,
SKX,True,False,False,True,18.42105263157895,0,FMP_no_data,
SONY,True,True,True,True,53.125,0,,
VIPS,True,False,False,True,33.333333333333336,0,FMP_no_data,
GNTX,True,False,False,True,37.5,0,FMP_no_data,
YUM,True,False,False,True,27.142857142857142,0,FMP_no_data,
GME,True,False,False,True,-50.0,0,FMP_no_data,
EXPE,True,False,False,True,31.3953488372093,0,FMP_no_data,
LI,True,False,False,True,41.666666666666664,0,FMP_no_data,
DECK,True,False,False,True,34.375,0,FMP_no_data,
HTHT,True,False,False,True,62.5,0,FMP_no_data,
LNW,True,False,False,True,39.473684210526315,0,FMP_no_data,
TSCO,True,False,False,True,35.8974358974359,0,FMP_no_data,
SRAD,True,False,False,True,54.0,0,FMP_no_data,
XPEV,True,False,False,True,45.45454545454545,0,FMP_no_data,
MOD,True,False,False,True,63.63636363636363,0,FMP_no_data,
TAL,True,False,False,True,50.0,0,FMP_no_data,
CVNA,True,False,False,True,44.827586206896555,0,FMP_no_data,
NIO,True,True,True,True,32.142857142857146,0,,
TSLA,True,True,True,True,17.741935483870968,0,,
QS,True,False,False,True,-35.294117647058826,0,FMP_no_data,
EL,True,False,False,True,23.61111111111111,0,FMP_no_data,
SJM,True,False,False,True,31.25,0,FMP_no_data,
STZ,True,False,False,True,35.0,0,FMP_no_data,
ELF,True,False,False,True,57.5,0,FMP_no_data,
DLTR,True,False,False,True,30.303030303030305,0,FMP_no_data,
DEO,True,False,False,True,40.625,0,FMP_no_data,
TGT,True,True,True,True,15.476190476190476,0,,
TSN,True,False,False,True,27.77777777777778,0,FMP_no_data,
CPB,True,False,False,True,-10.344827586206897,0,FMP_no_data,
CHD,True,False,False,True,17.857142857142858,0,FMP_no_data,
KHC,True,False,False,True,-8.333333333333334,0,FMP_no_data,
TAP,True,False,False,True,16.666666666666668,0,FMP_no_data,
CAG,True,False,False,True,-11.538461538461538,0,FMP_no_data,
GIS,True,False,False,True,13.461538461538462,0,FMP_no_data,
HRL,True,False,False,True,18.75,0,FMP_no_data,
KDP,True,False,False,True,42.0,0,FMP_no_data,
SFM,True,False,False,True,37.5,0,FMP_no_data,
BTI,True,False,False,True,42.10526315789474,0,FMP_no_data,
MKC,True,False,False,True,35.0,0,FMP_no_data,
LW,True,False,False,True,37.5,0,FMP_no_data,
PRMB,True,False,False,True,55.55555555555556,0,FMP_no_data,
KMB,True,False,False,True,18.0,0,FMP_no_data,
BUD,True,False,False,True,56.25,0,FMP_no_data,
PM,True,False,False,True,53.7037037037037,0,FMP_no_data,
PPC,True,False,False,True,21.428571428571427,0,FMP_no_data,
UL,True,False,False,True,36.95652173913044,0,FMP_no_data,
DG,True,False,False,True,36.8421052631579,0,FMP_no_data,
CL,True,False,False,True,36.666666666666664,0,FMP_no_data,
KO,True,True,True,True,55.4054054054054,0,,
CLX,True,False,False,True,-10.714285714285714,0,FMP_no_data,
USFD,True,False,False,True,56.0,0,FMP_no_data,
JBS,True,False,False,True,56.666666666666664,0,FMP_no_data,
PEP,True,True,True,True,19.642857142857142,0,,
PG,True,False,False,True,42.857142857142854,0,FMP_no_data,
BG,True,False,False,True,47.5,0,FMP_no_data,
CCEP,True,False,False,True,43.18181818181818,0,FMP_no_data,
SFD,True,False,False,True,50.0,0,FMP_no_data,
PFGC,True,False,False,True,47.82608695652174,0,FMP_no_data,
HSY,True,False,False,True,-9.375,0,FMP_no_data,
K,True,False,False,True,-13.636363636363637,0,FMP_no_data,
CELH,True,False,False,True,50.0,0,FMP_no_data,
MDLZ,True,False,False,True,41.42857142857143,0,FMP_no_data,
ACI,True,False,False,True,32.69230769230769,0,FMP_no_data,
ADM,True,False,False,True,15.625,0,FMP_no_data,
BF-B,True,False,False,True,-9.615384615384615,0,FMP_no_data,
SYY,True,False,False,True,35.416666666666664,0,FMP_no_data,
COST,True,False,False,True,45.348837209302324,0,FMP_no_data,
BJ,True,False,False,True,46.774193548387096,0,FMP_no_data,
MO,True,False,False,True,28.26086956521739,0,FMP_no_data,
KVUE,True,False,False,True,25.0,0,FMP_no_data,
WMT,True,False,False,True,63.541666666666664,0,FMP_no_data,
CART,True,False,False,True,37.5,0,FMP_no_data,
MNST,True,False,False,True,37.5,0,FMP_no_data,
KR,True,False,False,True,40.90909090909091,0,FMP_no_data,
YPF,True,False,False,True,61.53846153846154,0,FMP_no_data,
CCJ,True,False,False,True,55.55555555555556,0,FMP_no_data,
MTDR,True,False,False,True,59.25925925925926,0,FMP_no_data,
COP,True,False,False,True,54.6875,0,FMP_no_data,
PR,True,False,False,True,61.666666666666664,0,FMP_no_data,
BP,True,False,False,True,25.0,0,FMP_no_data,
EOG,True,False,False,True,37.5,0,FMP_no_data,
UEC,True,False,False,True,50.0,0,FMP_no_data,
DVN,True,False,False,True,47.142857142857146,0,FMP_no_data,
PSX,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
SLB,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
OVV,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
EC,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
DINO,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
MPC,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
FANG,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
VG,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
VNOM,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
HESM,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
BKR,True,False,False,True,50.0,0,FMP_no_data,
SHEL,True,False,False,True,42.30769230769231,0,FMP_no_data,
OXY,True,False,False,True,18.333333333333332,0,FMP_no_data,
CVX,True,False,False,True,41.37931034482759,0,FMP_no_data,
SU,True,False,False,True,41.07142857142857,0,FMP_no_data,
APA,True,False,False,True,-6.756756756756757,0,FMP_no_data,
TS,True,False,False,True,36.111111111111114,0,FMP_no_data,
VLO,True,False,False,True,41.666666666666664,0,FMP_no_data,
EPD,True,False,False,True,52.083333333333336,0,FMP_no_data,
TTE,True,False,False,True,50.0,0,FMP_no_data,
LNG,True,False,False,True,58.92857142857143,0,FMP_no_data,
HAL,True,False,False,True,45.16129032258065,0,FMP_no_data,
OKE,True,False,False,True,45.833333333333336,0,FMP_no_data,
PBR,True,False,False,True,47.36842105263158,0,FMP_no_data,
ET,True,False,False,True,67.3076923076923,0,FMP_no_data,
CVE,True,False,False,True,50.0,0,FMP_no_data,
CNQ,True,False,False,True,39.583333333333336,0,FMP_no_data,
WES,True,False,False,True,14.705882352941176,0,FMP_no_data,
CTRA,True,False,False,True,54.83870967741935,0,FMP_no_data,
EQT,True,False,False,True,51.666666666666664,0,FMP_no_data,
WMB,True,False,False,True,40.74074074074074,0,FMP_no_data,
XOM,True,True,True,True,40.0,0,,
KMI,True,False,False,True,46.0,0,FMP_no_data,
EQNR,True,False,False,True,-12.5,0,FMP_no_data,
TRP,True,False,False,True,32.69230769230769,0,FMP_no_data,
EXE,True,False,False,True,56.25,0,FMP_no_data,
MPLX,True,False,False,True,42.857142857142854,0,FMP_no_data,
PBA,True,False,False,True,40.90909090909091,0,FMP_no_data,
ENB,True,False,False,True,32.142857142857146,0,FMP_no_data,
RRC,True,False,False,True,28.333333333333332,0,FMP_no_data,
PAA,True,False,False,True,26.08695652173913,0,FMP_no_data,
TRGP,True,False,False,True,62.06896551724138,0,FMP_no_data,
AR,True,False,False,True,53.44827586206897,0,FMP_no_data,
AM,True,False,False,True,-34.375,0,FMP_no_data,
FRO,True,False,False,True,62.5,0,FMP_no_data,
SLM,True,False,False,True,56.666666666666664,0,FMP_no_data,
HOOD,True,True,True,True,45.0,0,,
TOST,True,False,False,True,39.705882352941174,0,FMP_no_data,
NDAQ,True,False,False,True,52.0,0,FMP_no_data,
BULL,True,False,False,True,,0,FMP_no_data,FH_no_data_or_429
XYZ,True,False,False,True,42.708333333333336,0,FMP_no_data,
MTG,True,False,False,True,-21.428571428571427,0,FMP_no_data,
CRBG,True,False,False,True,47.61904761904762,0,FMP_no_data,
ITUB,True,False,False,True,55.26315789473684,0,FMP_no_data,
MA,True,False,False,True,50.0,0,FMP_no_data,
TW,True,False,False,True,50.0,0,FMP_no_data,
BN,True,False,False,True,41.666666666666664,0,FMP_no_data,
BNS,True,False,False,True,16.666666666666668,0,FMP_no_data,
BX,True,False,False,True,41.935483870967744,0,FMP_no_data,
CB,True,False,False,True,31.25,0,FMP_no_data,
TPG,True,False,False,True,38.888888888888886,0,FMP_no_data,
FIS,True,False,False,True,39.6551724137931,0,FMP_no_data,
RITM,True,False,False,True,64.70588235294117,0,FMP_no_data,
WAL,True,False,False,True,60.526315789473685,0,FMP_no_data,
GPN,True,False,False,True,23.529411764705884,0,FMP_no_data,
ICE,True,False,False,True,50.0,0,FMP_no_data,
LNSTY,True,False,False,True,56.52173913043478,0,FMP_no_data,
AXP,True,False,False,True,20.0,0,FMP_no_data,
SPGI,True,False,False,True,62.903225806451616,0,FMP_no_data,
CG,True,False,False,True,38.46153846153846,0,FMP_no_data,
V,True,False,False,True,52.27272727272727,0,FMP_no_data,
CHYM,True,False,False,True,50.0,0,FMP_no_data,
KKR,True,False,False,True,58.0,0,FMP_no_data,
AJG,True,False,False,True,39.130434782608695,0,FMP_no_data,
ARES,True,False,False,True,43.47826086956522,0,FMP_no_data,
ALL,True,False,False,True,48.148148148148145,0,FMP_no_data,
FI,True,False,False,True,59.523809523809526,0,FMP_no_data,
JHG,True,False,False,True,33.333333333333336,0,FMP_no_data,
HDB,True,False,False,True,67.3913043478261,0,FMP_no_data,
BEN,True,False,False,True,-22.22222222222222,0,FMP_no_data,
COLB,True,False,False,True,25.0,0,FMP_no_data,
SYF,True,False,False,True,46.2962962962963,0,FMP_no_data,
OBDC,True,False,False,True,58.333333333333336,0,FMP_no_data,
JEF,True,False,False,True,38.888888888888886,0,FMP_no_data,
FAF,True,False,False,True,38.888888888888886,0,FMP_no_data,
BRO,True,False,False,True,26.19047619047619,0,FMP_no_data,
ORI,True,False,False,True,37.5,0,FMP_no_data,
HSBC,True,False,False,True,26.19047619047619,0,FMP_no_data,
WBS,True,False,False,True,55.0,0,FMP_no_data,
FLG,True,False,False,True,30.952380952380953,0,FMP_no_data,
BXSL,True,False,False,True,53.125,0,FMP_no_data,
RY,True,False,False,True,58.69565217391305,0,FMP_no_data,
NLY,True,False,False,True,44.44444444444444,0,FMP_no_data,
BRK-B,True,False,False,True,50.0,0,FMP_no_data,
GS,True,False,False,True,33.87096774193548,0,FMP_no_data,
PYPL,True,False,False,True,31.632653061224488,0,FMP_no_data,
IVZ,True,False,False,True,22.22222222222222,0,FMP_no_data,
HIG,True,False,False,True,34.61538461538461,0,FMP_no_data,
KEY,True,False,False,True,33.333333333333336,0,FMP_no_data,
MUFG,True,False,False,True,42.10526315789474,0,FMP_no_data,
CM,True,False,False,True,41.30434782608695,0,FMP_no_data,
AGNC,True,False,False,True,45.23809523809524,0,FMP_no_data,
PNFP,True,False,False,True,36.8421052631579,0,FMP_no_data,
ARCC,True,False,False,True,60.0,0,FMP_no_data,
STT,True,False,False,True,36.8421052631579,0,FMP_no_data,
STWD,True,False,False,True,46.42857142857143,0,FMP_no_data,
SCHW,True,False,False,True,53.57142857142857,0,FMP_no_data,
UBS,True,False,False,True,42.0,0,FMP_no_data,
USB,True,False,False,True,41.37931034482759,0,FMP_no_data,
PNC,True,False,False,True,46.42857142857143,0,FMP_no_data,
FHN,True,False,False,True,47.61904761904762,0,FMP_no_data,
BCS,True,False,False,True,47.72727272727273,0,FMP_no_data,
BAC,True,False,False,True,50.0,0,FMP_no_data,
MFG,True,False,False,True,47.36842105263158,0,FMP_no_data,
SAN,True,False,False,True,51.785714285714285,0,FMP_no_data,
BAM,True,False,False,True,22.727272727272727,0,FMP_no_data,
COIN,True,False,False,True,34.523809523809526,0,FMP_no_data,
COF,True,False,False,True,53.57142857142857,0,FMP_no_data,
MMC,True,False,False,True,12.0,0,FMP_no_data,
FNF,True,False,False,True,38.888888888888886,0,FMP_no_data,
TFC,True,False,False,True,35.18518518518518,0,FMP_no_data,
XP,True,False,False,True,52.77777777777778,0,FMP_no_data,
BBVA,True,False,False,True,41.666666666666664,0,FMP_no_data,
PGR,True,False,False,True,34.48275862068966,0,FMP_no_data,
FNB,True,False,False,True,62.5,0,FMP_no_data,
TRV,True,False,False,True,21.666666666666668,0,FMP_no_data,
RYAN,True,False,False,True,43.18181818181818,0,FMP_no_data,
FUTU,True,False,False,True,61.53846153846154,0,FMP_no_data,
SNV,True,False,False,True,39.473684210526315,0,FMP_no_data,
PRU,True,False,False,True,16.666666666666668,0,FMP_no_data,
AON,True,False,False,True,28.846153846153847,0,FMP_no_data,
MS,True,False,False,True,32.8125,0,FMP_no_data,
TROW,True,False,False,True,-26.31578947368421,0,FMP_no_data,
RKT,True,False,False,True,17.857142857142858,0,FMP_no_data,
NTRS,True,False,False,True,-12.5,0,FMP_no_data,
TD,True,False,False,True,43.18181818181818,0,FMP_no_data,
ACGL,True,False,False,True,45.833333333333336,0,FMP_no_data,
CME,True,False,False,True,22.727272727272727,0,FMP_no_data,
UNM,True,False,False,True,47.22222222222222,0,FMP_no_data,
OWL,True,False,False,True,52.5,0,FMP_no_data,
LNC,True,False,False,True,-11.904761904761905,0,FMP_no_data,
SMFG,True,False,False,True,47.22222222222222,0,FMP_no_data,
WRB,True,False,False,True,21.428571428571427,0,FMP_no_data,
VLY,True,False,False,True,36.666666666666664,0,FMP_no_data,
AUB,True,False,False,True,54.54545454545455,0,FMP_no_data,
CFG,True,False,False,True,51.92307692307692,0,FMP_no_data,
HBAN,True,False,False,True,55.55555555555556,0,FMP_no_data,
NWG,True,False,False,True,53.84615384615385,0,FMP_no_data,
WFC,True,False,False,True,43.10344827586207,0,FMP_no_data,
EQH,True,False,False,True,50.0,0,FMP_no_data,
AIG,True,False,False,True,35.416666666666664,0,FMP_no_data,
ZION,True,False,False,True,15.517241379310345,0,FMP_no_data,
IBN,True,False,False,True,69.51219512195122,0,FMP_no_data,
ALLY,True,False,False,True,42.30769230769231,0,FMP_no_data,
DB,True,False,False,True,23.91304347826087,0,FMP_no_data,
MFC,True,False,False,True,41.1764705882353,0,FMP_no_data,
AFL,True,False,False,True,15.789473684210526,0,FMP_no_data,
JPM,True,False,False,True,31.666666666666668,0,FMP_no_data,
RF,True,False,False,True,37.5,0,FMP_no_data,
NU,True,False,False,True,50.0,0,FMP_no_data,
FOUR,True,False,False,True,53.57142857142857,0,FMP_no_data,
IBKR,True,False,False,True,56.25,0,FMP_no_data,
MET,True,False,False,True,47.61904761904762,0,FMP_no_data,
C,True,False,False,True,51.785714285714285,0,FMP_no_data,
FITB,True,False,False,True,50.0,0,FMP_no_data,
PFG,True,False,False,True,19.444444444444443,0,FMP_no_data,
BK,True,False,False,True,45.833333333333336,0,FMP_no_data,
CADE,True,False,False,True,47.05882352941177,0,FMP_no_data,
AEG,True,False,False,True,44.44444444444444,0,FMP_no_data,
ING,True,False,False,True,42.30769230769231,0,FMP_no_data,
ONB,True,False,False,True,46.42857142857143,0,FMP_no_data,
APO,True,False,False,True,50.0,0,FMP_no_data,
UPST,True,False,False,True,37.5,0,FMP_no_data,
CMA,True,False,False,True,-15.517241379310345,0,FMP_no_data,
AFRM,True,False,False,True,45.16129032258065,0,FMP_no_data,
SOFI,True,False,False,True,23.214285714285715,0,FMP_no_data,
GLXY,True,False,False,True,61.76470588235294,0,FMP_no_data,
MRNA,True,False,False,True,-10.0,0,FMP_no_data,
AVTR,True,False,False,True,31.03448275862069,0,FMP_no_data,
ILMN,True,False,False,True,30.0,0,FMP_no_data,
CYTK,True,False,False,True,51.851851851851855,0,FMP_no_data,
MOH,True,False,False,True,19.565217391304348,0,FMP_no_data,
PFE,True,False,False,True,26.666666666666668,0,FMP_no_data,
EXAS,True,False,False,True,62.5,0,FMP_no_data,
TECH,True,False,False,True,52.083333333333336,0,FMP_no_data,
INCY,True,False,False,True,39.705882352941174,0,FMP_no_data,
GH,True,False,False,True,62.121212121212125,0,FMP_no_data,
RVTY,True,False,False,True,44.23076923076923,0,FMP_no_data,
BMRN,True,False,False,True,58.8235294117647,0,FMP_no_data,
ALGN,True,False,False,True,45.833333333333336,0,FMP_no_data,
NTRA,True,False,False,True,62.5,0,FMP_no_data,
HOLX,True,False,False,True,33.92857142857143,0,FMP_no_data,
BMY,True,False,False,True,18.181818181818183,0,FMP_no_data,
GILD,True,False,False,True,52.77777777777778,0,FMP_no_data,
NVS,True,False,False,True,24.193548387096776,0,FMP_no_data,
GMAB,True,False,False,True,42.857142857142854,0,FMP_no_data,
A,True,False,False,True,38.46153846153846,0,FMP_no_data,
MRK,True,False,False,True,39.39393939393939,0,FMP_no_data,
TEM,True,False,False,True,44.44444444444444,0,FMP_no_data,
BIIB,True,False,False,True,32.142857142857146,0,FMP_no_data,
BBIO,True,False,False,True,61.53846153846154,0,FMP_no_data,
DHR,True,False,False,True,65.0,0,FMP_no_data,
COO,True,False,False,True,41.30434782608695,0,FMP_no_data,
WAY,True,False,False,True,63.888888888888886,0,FMP_no_data,
TMO,True,False,False,True,52.857142857142854,0,FMP_no_data,
CNC,True,False,False,True,18.0,0,FMP_no_data,
ROIV,True,False,False,True,61.76470588235294,0,FMP_no_data,
ABVX,True,False,False,True,69.23076923076923,0,FMP_no_data,
AMGN,True,False,False,True,30.0,0,FMP_no_data,
LEGN,True,False,False,True,57.69230769230769,0,FMP_no_data,
VTRS,True,False,False,True,28.125,0,FMP_no_data,
BAX,True,False,False,True,13.636363636363637,0,FMP_no_data,
BDX,True,False,False,True,33.333333333333336,0,FMP_no_data,
GEHC,True,False,False,True,53.7037037037037,0,FMP_no_data,
AZN,True,False,False,True,57.35294117647059,0,FMP_no_data,
IQV,True,False,False,True,48.275862068965516,0,FMP_no_data,
ALC,True,False,False,True,50.0,0,FMP_no_data,
QGEN,True,False,False,True,37.5,0,FMP_no_data,
RMD,True,False,False,True,39.130434782608695,0,FMP_no_data,
ZTS,True,False,False,True,47.916666666666664,0,FMP_no_data,
GRFS,True,False,False,True,35.0,0,FMP_no_data,
GSK,True,False,False,True,20.967741935483872,0,FMP_no_data,
TAK,True,False,False,True,35.0,0,FMP_no_data,
BSX,True,False,False,True,62.5,0,FMP_no_data,
GMED,True,False,False,True,40.476190476190474,0,FMP_no_data,
SYK,True,False,False,True,51.351351351351354,0,FMP_no_data,
IONS,True,False,False,True,53.03030303030303,0,FMP_no_data,
ISRG,True,False,False,True,47.5,0,FMP_no_data,
ELAN,True,False,False,True,52.38095238095238,0,FMP_no_data,
SNY,True,False,False,True,50.0,0,FMP_no_data,
ZBH,True,False,False,True,26.470588235294116,0,FMP_no_data,
VEEV,True,False,False,True,42.10526315789474,0,FMP_no_data,
CI,True,False,False,True,52.94117647058823,0,FMP_no_data,
ELV,True,False,False,True,41.07142857142857,0,FMP_no_data,
RPRX,True,False,False,True,53.84615384615385,0,FMP_no_data,
TGTX,True,False,False,True,46.666666666666664,0,FMP_no_data,
ABBV,True,False,False,True,47.2972972972973,0,FMP_no_data,
HUM,True,False,False,True,25.806451612903224,0,FMP_no_data,
HALO,True,False,False,True,37.5,0,FMP_no_data,
